 


  
  

NCAA Women's Soccer
Division IShutouts
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Shutouts"
"60","Lauren Bonavita","Massachusetts","So.","-","18","12","1","25","1.39"
"61","Amanda Carolan","Georgetown","Sr.","-","21","11","7","29","1.38"
"62","Messiah Bright","TCU","So.","F","22","12","6","30","1.36"
"","Taylor Kornieck","Colorado","Sr.","-","22","12","6","30","1.36"
"","Briana Morris","South Alabama","Sr.","F","22","15","0","30","1.36"
"","Dani Rhodes","Wisconsin","Sr.","F","22","13","4","30","1.36"
"66","Abby Jones","Murray St.","So.","-","17","6","11","23","1.35"
"","Zsani Kajan","St. John's (NY)","Jr.","-","17","11","1","23","1.35"
"68","Caeley Lordemann","Colorado St.","Sr.","M","20","11","5","27","1.35"
"69","Marah Abu-Tayeh","Marshall","Sr.","-","18","9","6","24","1.33"
"","Skylar Heinrich","Creighton","Fr.","F","18","11","2","24","1.33"
"","Vital Kats","Kent St.","Jr.","-","18","8","8","24","1.33"
"72","Ally Schlegel","Penn St.","Fr.","M","25","13","7","33","1.32"
"73","Stina Kleppe","Gardner-Webb","Sr.","M","22","12","5","29","1.32"
"74","Samantha Dewey","Xavier","Sr.","-","23","13","4","30","1.30"
"","Parker Goins","Arkansas","Jr.","-","23","10","10","30","1.30"
"76","Deena DeBaldo","Duquesne","Jr.","M","17","9","4","22","1.29"
"77","Mia Fishel","UCLA","Fr.","M","24","14","3","31","1.29"
"78","Rachel Sorkenn","George Washington","So.","-","21","11","5","27","1.29"
"","Miri Taylor","Hofstra","So.","M","21","9","9","27","1.29"
"","Sarah Wright","Ark.-Pine Bluff","Sr.","D","14","8","2","18","1.29"
"81","Sam Coffey","Penn St.","Jr.","M","25","11","10","32","1.28"
"82","Julissa Cisneros","Missouri","So.","F","18","11","1","23","1.28"
"","Nicole Icen","Mercer","Fr.","F","18","10","3","23","1.28"
"","Roma McLaughlin","Central Conn. St.","So.","M","18","10","3","23","1.28"
"","MA Vignola","Tennessee","Sr.","F","18","9","5","23","1.28"
"86","Katelyn Termini","SFA","Jr.","-","19","10","4","24","1.26"
"87","Haley Berg","Texas","Jr.","-","20","8","9","25","1.25"
"","Kaylee Dao","Oklahoma","Sr.","-","20","12","1","25","1.25"
"","Gabby DelPico","Harvard","Fr.","M","16","7","6","20","1.25"
"","Samantha Jehnings","San Francisco","Sr.","M","20","11","3","25","1.25"
"","Ellery Winkler","Yale","Fr.","F","16","7","6","20","1.25"
"92","Nicole Douglas","Arizona St.","So.","F","21","11","4","26","1.24"
"","Paula Germino-Watnick","Georgetown","Sr.","-","21","9","8","26","1.24"
"","Alivia Milesky","Ohio","Sr.","M","21","10","6","26","1.24"
"95","Julia Grainda","Charlotte","Sr.","-","17","7","7","21","1.24"
"","Natalie Jones","Abilene Christian","Fr.","M","17","7","7","21","1.24"
"97","Jessie Ray","Seattle U","Sr.","-","22","9","9","27","1.23"
"98","Sarah Luebbert","Missouri","Sr.","F","18","8","6","22","1.22"
"","Ally Reynolds","New Hampshire","Sr.","-","18","9","4","22","1.22"
"100","Hannah Friedrich","Saint Louis","So.","-","23","11","6","28","1.22"
"101","Megan Greene","Charlotte","Sr.","-","19","10","3","23","1.21"
"","Jordan Langebartels","Oral Roberts","Sr.","F","19","9","5","23","1.21"
"","Morgan Otteson","Western Mich.","So.","-","19","10","3","23","1.21"
"","Katie  Soderstrom","Butler","So.","-","19","8","7","23","1.21"
"105","Alessia Russo","North Carolina","Jr.","-","24","13","3","29","1.21"
"","Ashley Sanchez","UCLA","Jr.","F","24","7","15","29","1.21"
"107","Emina Ekic","Louisville","Jr.","M","20","8","8","24","1.20"
"","Sarah Sodoma","Arkansas St.","Jr.","F","20","9","6","24","1.20"
"109","Alyssa Francese","Stony Brook","Jr.","F","21","12","1","25","1.19"
"","Mary O'Hara","Fla. Atlantic","Sr.","-","21","11","3","25","1.19"
"","Pernille Velta","Fla. Atlantic","Sr.","-","21","9","7","25","1.19"
"112","Jill Hildreth","UT Martin","So.","F","16","8","3","19","1.19"
"113","Jaci Jones","Oklahoma St.","Sr.","M","22","7","12","26","1.18"
"","Leah Manuleleua","South Dakota St.","Sr.","F","22","11","4","26","1.18"
"115","Taryn Ries","Portland","Jr.","F","17","8","4","20","1.18"
"116","Abby Deakin","A&M-Corpus Christi","Jr.","-","19","9","4","22","1.16"
"","Gabrielle Farrell","Liberty","Sr.","-","19","10","2","22","1.16"
"","Madie Gibson","Monmouth","Sr.","-","19","8","6","22","1.16"
"","Lexie Palladino","Monmouth","Sr.","-","19","9","4","22","1.16"
"120","Channing Foster","Ole Miss","Jr.","F","20","10","3","23","1.15"
"","Haley Johnson","Milwaukee","So.","F","20","9","5","23","1.15"
"122","Olivia Doak","Lipscomb","Sr.","-","21","10","4","24","1.14"
"","Emma Westin","California","Jr.","F","21","11","2","24","1.14"
"124","Morgan Hutchison","Presbyterian","Jr.","F","16","7","4","18","1.13"
"","Kelly Maday","Illinois","Sr.","F","16","6","6","18","1.13"
"","Gia Wahlberg","Michigan St.","So.","F","16","9","0","18","1.13"
"127","Chelsea Domond","Northeastern","Jr.","F","17","7","5","19","1.12"
"","Jacqui Hand","Colorado Col.","So.","F","17","9","1","19","1.12"
"","Audrey Harding","UNCW","Jr.","M","17","7","5","19","1.12"
"","Amanda Nhek","Old Dominion","Jr.","-","17","7","5","19","1.12"
"131","Thalia Boucher","Howard","So.","M","18","8","4","20","1.11"
"","Destiny Johnson","Wright St.","Jr.","-","18","9","2","20","1.11"
"133","Kiersten Edlund","Troy","Sr.","M","19","4","13","21","1.11"
"","Hannah Hoefs","Loyola Maryland","Sr.","M","19","9","3","21","1.11"
"","Kylee Kim-Bustillos","Sacramento St.","Jr.","F","19","9","3","21","1.11"
"","Anja Savich","Butler","So.","-","19","8","5","21","1.11"
"","Gaby Schwartz","Milwaukee","Jr.","D","19","6","9","21","1.11"
"","MaKayla Waldner","Mississippi St.","Sr.","-","19","10","1","21","1.11"
"","Mckenzie Weinert","Oregon St.","So.","F","19","9","3","21","1.11"
"140","Carson Jones","Elon","Jr.","-","20","10","2","22","1.10"
"","Gabi Paupst","Radford","Jr.","-","20","9","4","22","1.10"
"","Mackenzie Pluck","Duke","So.","-","20","8","6","22","1.10"
"","Valentine Pursey","IUPUI","Jr.","F","20","8","6","22","1.10"
"","Ella Stevens","Duke","Sr.","-","20","8","6","22","1.10"
"145","Haley Brown","Cal St. Fullerton","Jr.","F","21","7","9","23","1.10"
"","Nneka Moneme","Rutgers","Jr.","F","21","11","1","23","1.10"
"147","Chelsee Washington","Bowling Green","Sr.","M","23","8","9","25","1.09"
"148","Sarah Stratigakis","Michigan","Jr.","M","24","7","12","26","1.08"
"149","Beatriz Kretteis","Mississippi Val.","Fr.","M","13","7","0","14","1.08"
"150","Marjorie Boilesen","FGCU","Sr.","M","16","5","7","17","1.06"
"","Aerial Chavarin","Yale","Sr.","F","16","8","1","17","1.06"
"","Jordyne Helinski","Wright St.","Sr.","-","16","6","5","17","1.06"
Reclassifying
"NR","Shelby Wall","North Ala.","Sr.","-","17","15","2","32","1.88"
"NR","Rola Badawiya","California Baptist","Jr.","-","19","11","3","25","1.32"

NCAA Women's Soccer
Division IPenalty Kicks
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Games","PS","PSAtt","Pct."
"1","Keeley Ayala","Incarnate Word","So.","F","19","6","6","1.000"
"","Madeline Gotta","Gonzaga","Sr.","F","19","5","5","1.000"
"","Hannah Tillett","Middle Tenn.","So.","-","19","5","5","1.000"
"","Marcy Barberic","Buffalo","Jr.","M","20","4","4","1.000"
"","Julissa Cisneros","Missouri","So.","F","18","4","4","1.000"
"","Janae Gonzalez","UC Davis","Sr.","F","18","4","4","1.000"
"","Taylor Kornieck","Colorado","Sr.","-","22","4","4","1.000"
"","Gwen Mummert","Louisiana","So.","D","20","4","4","1.000"
"","Jordan Pauley","Dayton","Sr.","D","18","4","4","1.000"
"","Natalie Winters","Iowa","Sr.","-","21","4","4","1.000"
"","Ashley Amato","Akron","Sr.","-","19","3","3","1.000"
"","Tanya Boychuk","Memphis","So.","M","21","3","3","1.000"
"","Deyna Castellanos","Florida St.","Sr.","-","23","3","3","1.000"
"","Lauren Crenshaw","UTEP","Sr.","D","20","3","3","1.000"
"","Amanda Cripps","Eastern Mich.","Fr.","-","22","3","3","1.000"
"","Amber Crispin","Iona","Sr.","F","19","3","3","1.000"
"","Kaylee Davis","Texas St.","Sr.","F","19","3","3","1.000"
"","Julie Doyle","Santa Clara","Jr.","-","23","3","3","1.000"
"","Bri Folds","Auburn","Sr.","-","16","3","3","1.000"
"","Channing Foster","Ole Miss","Jr.","F","20","3","3","1.000"
"","Katie Gilligan","Wofford","So.","-","19","3","3","1.000"
"","Ceri Holland","Kansas","Jr.","M","25","3","3","1.000"
"","Niah Johnson","Mississippi St.","So.","-","19","3","3","1.000"
"","Stina Kleppe","Gardner-Webb","Sr.","M","22","3","3","1.000"
"","Catarina Macario","Stanford","Jr.","-","25","3","3","1.000"
"","Jordan Patane","Cal Poly","Sr.","-","19","3","3","1.000"
"","Dani Rhodes","Wisconsin","Sr.","F","22","3","3","1.000"
"","Gaby Schwartz","Milwaukee","Jr.","D","19","3","3","1.000"
"","Zandy Soree","UCF","Sr.","-","18","3","3","1.000"
"","MA Vignola","Tennessee","Sr.","F","18","3","3","1.000"
"","Amanda West","Pittsburgh","Fr.","F","18","3","3","1.000"
"","Abigail Zoeller","Mercer","Jr.","M","19","3","3","1.000"
"","Katie Ballou","UNLV","Sr.","MF","19","2","2","1.000"
"","Natalie Beckman","Denver","So.","F","20","2","2","1.000"
"","Taylor Bennett","Syracuse","Sr.","-","16","2","2","1.000"
"","Kalynn Bickford","Sam Houston St.","Fr.","M","19","2","2","1.000"
"","Hailey Block","Southeast Mo. St.","Fr.","M","17","2","2","1.000"
"","Hope Breslin","Illinois","Jr.","M","18","2","2","1.000"
"","Marley Canales","UCLA","Jr.","M","13","2","2","1.000"
"","Gaby Carreiro","Boston College","Sr.","-","18","2","2","1.000"
"","Sam Coffey","Penn St.","Jr.","M","25","2","2","1.000"
"","Averie Collins","Washington St.","Sr.","M","24","2","2","1.000"
"","Avery Cortez","Houston Baptist","Jr.","M","18","2","2","1.000"
"","Florence David","Grambling","Sr.","-","21","2","2","1.000"
"","Breanna DeWaal","Utah Valley","Jr.","F","21","2","2","1.000"
"","Abby Demboski","Toledo","Sr.","M","19","2","2","1.000"
"","Logan Dix","The Citadel","Jr.","-","16","2","2","1.000"
"","Kylie Doster","Charleston So.","Jr.","-","19","2","2","1.000"
"","Kiersten Edlund","Troy","Sr.","M","19","2","2","1.000"
"","Mimi Eiden","North Dakota","Jr.","F","19","2","2","1.000"
"","Brookelynn Entz","Kansas St.","Jr.","-","17","2","2","1.000"
"","Sophie Fijneman","Louisiana Tech","Fr.","D","20","2","2","1.000"
"","Sammi Fisher","Notre Dame","Jr.","-","21","2","2","1.000"
"","Bethany Fitzsimmons","CSUN","Jr.","F","22","2","2","1.000"
"","Paula Germino-Watnick","Georgetown","Sr.","-","21","2","2","1.000"
"","Elayna  Grillakis","Providence","So.","F","20","2","2","1.000"
"","Madison Hammond","Wake Forest","Sr.","D","18","2","2","1.000"
"","Catey Hunt","UT Martin","Fr.","M","19","2","2","1.000"
"","Zsani Kajan","St. John's (NY)","Jr.","-","17","2","2","1.000"
"","Ashlyn Kearney","High Point","Sr.","-","19","2","2","1.000"
"","Madison Kem","Eastern Wash.","Fr.","-","21","2","2","1.000"
"","Jess Kennett","Delaware","Sr.","-","19","2","2","1.000"
"","Emma Kershner","VCU","Jr.","M","18","2","2","1.000"
"","Tziarra King","NC State","Sr.","M","22","2","2","1.000"
"","Bailey Korhorn","Western Mich.","Jr.","F","19","2","2","1.000"
"","Ashley Leonard","Western Ky.","Jr.","F","17","2","2","1.000"
"","Jimena Lopez","Texas A&M","Jr.","M","21","2","2","1.000"
"","Mckenna Lupori","Alabama St.","Jr.","M","17","2","2","1.000"
"","Taylor Malham","Arkansas","Jr.","-","23","2","2","1.000"
"","Amber McCorkle","LMU (CA)","Fr.","M","19","2","2","1.000"
"","Roma McLaughlin","Central Conn. St.","So.","M","18","2","2","1.000"
"","Erin Mikeska","Rice","Sr.","-","19","2","2","1.000"
"","Dakota Mills","Saint Joseph's","Sr.","F","19","2","2","1.000"
"","Alexis Mitchell","South Dakota","Jr.","M","18","2","2","1.000"
"","Arianna Montefusco","Manhattan","Jr.","-","17","2","2","1.000"
"","Kamilah Mustafa","UAB","Jr.","-","8","2","2","1.000"
"","Emily Nelson","UMass Lowell","So.","M","17","2","2","1.000"
"","Abbey Newton","Florida St.","Fr.","-","24","2","2","1.000"
"","Carson Nizialek","Georgetown","Sr.","-","21","2","2","1.000"
"","Dana O'Boye","Arkansas St.","Sr.","D","20","2","2","1.000"
"","Erin O'Hearn","Furman","Sr.","D","21","2","2","1.000"
"","Leah Pais","Albany (NY)","Fr.","F","14","2","2","1.000"
"","Anna Patten","South Carolina","Jr.","-","22","2","2","1.000"
"","Jaelyn Peeples","Louisiana Tech","Sr.","M","21","2","2","1.000"
"","Amber Posthauer","Louisiana Tech","Jr.","M","20","2","2","1.000"
"","Atlanta Primus","Cal St. Fullerton","Sr.","M","21","2","2","1.000"
"","Kayla Ryan","Hawaii","So.","-","16","2","2","1.000"
"","Yazmeen Ryan","TCU","Jr.","M","21","2","2","1.000"
"","Delaney Schultz","Rice","So.","-","19","2","2","1.000"
"","Kiera Utush","San Diego St.","Fr.","-","20","2","2","1.000"
"","Emily Valentine","UIC","Sr.","-","19","2","2","1.000"
"","Kayla Veloso-Lima","Robert Morris","Fr.","F","16","2","2","1.000"
"","Pernille Velta","Fla. Atlantic","Sr.","-","21","2","2","1.000"
"","Miyah Watford","Murray St.","Sr.","-","19","2","2","1.000"
"","Karlin Wurlitzer","Idaho St.","So.","D","19","2","2","1.000"
"","Ine Østmo","Miami (FL)","Fr.","-","16","2","2","1.000"
"","Murphy Agnew","Harvard","Jr.","F","14","1","1","1.000"
"","Itxaso Aguero","Eastern Ill.","Jr.","M","18","1","1","1.000"
"","Yolanda  Albalat","FIU","Jr.","M","13","1","1","1.000"
"","Madison Alexander","Florida","Jr.","F","20","1","1","1.000"
"","Emilie Andersen","Maine","Sr.","M","14","1","1","1.000"
"","Joelle Anderson","Pepperdine","Jr.","M","19","1","1","1.000"
"","Emma Anderson","Grand Canyon","Fr.","M","19","1","1","1.000"
"","TJ Anderson","Richmond","Jr.","-","16","1","1","1.000"
"","Denae Antoine","California","Jr.","F","18","1","1","1.000"
"","Jaimi Araujo","Duquesne","Fr.","F","17","1","1","1.000"
"","Grace Bahr","Xavier","Sr.","-","23","1","1","1.000"
"","Abby Basler","Illinois St.","Jr.","-","17","1","1","1.000"
"","Vivien Beil","UConn","Sr.","-","14","1","1","1.000"
"","Saige Bingman","Fordham","Jr.","M","20","1","1","1.000"
"","Erin Bonner","Samford","Sr.","-","16","1","1","1.000"
"","Lourdes Bosch","UNLV","Fr.","-","15","1","1","1.000"
"","Thalia Boucher","Howard","So.","M","18","1","1","1.000"
"","Jordan Brewster","West Virginia","So.","-","22","1","1","1.000"
"","Devyn Brough","Central Mich.","Jr.","-","6","1","1","1.000"
"","Gabby Brown","Nevada","Fr.","F","16","1","1","1.000"
"","Sophia Brown","Cal Poly","Sr.","-","18","1","1","1.000"
"","Elizabeth Bueckers","IUPUI","So.","F","20","1","1","1.000"
"","D'Essence Burnett","Alabama A&M","Fr.","-","19","1","1","1.000"
"","Paula Cabeza","Alcorn","So.","M","16","1","1","1.000"
"","Tessa Calabria","Nicholls St.","Sr.","F","18","1","1","1.000"
"","Sydni Callahan","Wright St.","So.","-","18","1","1","1.000"
"","Abby Carchio","Brown","Sr.","-","12","1","1","1.000"
"","Kate Carter","Stetson","So.","-","16","1","1","1.000"
"","Sydney Cerza","St. Bonaventure","Sr.","-","14","1","1","1.000"
"","Aerial Chavarin","Yale","Sr.","F","16","1","1","1.000"
"","Courtney Coleman","UMass Lowell","Jr.","M","16","1","1","1.000"
"","Mikayla Colohan","BYU","Jr.","M","23","1","1","1.000"
"","Madi Cook","Pepperdine","So.","M","16","1","1","1.000"
"","Sydney Cooper","San Francisco","Jr.","F","20","1","1","1.000"
"","Christina Corbi","UMBC","Jr.","F","17","1","1","1.000"
"","Mia Corbin","California","Sr.","F","21","1","1","1.000"
"","Haley Crawford","James Madison","Sr.","-","22","1","1","1.000"
"","Anna Cronin","Hartford","Sr.","D","19","1","1","1.000"
"","Kylie D'Ambra","Saint Joseph's","Sr.","F","19","1","1","1.000"
"","Darby D'Angelo","Siena","Jr.","-","18","1","1","1.000"
"","Ava Dawson","Appalachian St.","Sr.","M","18","1","1","1.000"
"","Abby Deakin","A&M-Corpus Christi","Jr.","-","19","1","1","1.000"
"","Gabby DelPico","Harvard","Fr.","M","16","1","1","1.000"
"","Gabby Diodati","Fairfield","Jr.","M","20","1","1","1.000"
"","Olivia Draguicevich","Northwestern St.","Fr.","F","22","1","1","1.000"
"","Lauren Drysdale","Army West Point","Fr.","M","20","1","1","1.000"
"","Camryn Evans","Michigan St.","So.","F","19","1","1","1.000"
"","Samantha Falasco","Arizona","Sr.","-","20","1","1","1.000"
"","Elise Flake","BYU","Sr.","F","23","1","1","1.000"
"","Liz Fogarty","Georgia St.","So.","D","18","1","1","1.000"
"","Alyssa Francese","Stony Brook","Jr.","F","21","1","1","1.000"
"","Alyssa Frazier","Samford","Jr.","f","21","1","1","1.000"
"","Sophie Freeman","CSU Bakersfield","Sr.","-","20","1","1","1.000"
"","Frankie Frericks","Stetson","So.","-","13","1","1","1.000"
"","Andrea Frerker","SIUE","Jr.","-","20","1","1","1.000"
"","Hannah Friedrich","Saint Louis","So.","-","23","1","1","1.000"
"","Laura Fuentes","San Diego St.","So.","-","20","1","1","1.000"
"","Carlee Giammona","Alabama","Fr.","M","20","1","1","1.000"
"","Mackenzie Gibbs","Coastal Caro.","Jr.","M","18","1","1","1.000"
"","Kyllie Glock","Saint Mary's (CA)","So.","F","19","1","1","1.000"
"","Kaitlyn Glover","Denver","Fr.","M","16","1","1","1.000"
"","Parker Goins","Arkansas","Jr.","-","23","1","1","1.000"
"","Kelsey Goldring","Quinnipiac","Jr.","-","8","1","1","1.000"
"","Grace Gompers","Charleston So.","So.","-","16","1","1","1.000"
"","Aubrey Goodwill","Sacramento St.","Jr.","D","19","1","1","1.000"
"","Megan Gordon","Southeastern La.","Jr.","M","18","1","1","1.000"
"","Grace Grant","Cleveland St.","Jr.","-","16","1","1","1.000"
"","Peyton Graves","SFA","Fr.","-","17","1","1","1.000"
"","Abby Greubel","Stanford","So.","-","25","1","1","1.000"
"","Mya Guillory","Southeastern La.","Fr.","M","18","1","1","1.000"
"","Aleea Gwerder","Utah","Sr.","-","21","1","1","1.000"
"","Mikayla Hampton","Northwestern","Jr.","-","14","1","1","1.000"
"","Megan Hansen","Cal Poly","So.","-","19","1","1","1.000"
"","Kaya Hawkinson","Cal St. Fullerton","So.","D","21","1","1","1.000"
"","Avery Hay","DePaul","Sr.","D","19","1","1","1.000"
"","Danielle Hayden","Baylor","Sr.","-","19","1","1","1.000"
"","Karly Hellstrom","Kent St.","So.","-","18","1","1","1.000"
"","Ana Helmert","South Alabama","Jr.","F","21","1","1","1.000"
"","Nicki Hernandez","Michigan","Jr.","M","24","1","1","1.000"
"","Brooke Hernon","Fairfield","So.","M","20","1","1","1.000"
"","Kendra Hoffman","North Florida","So.","-","19","1","1","1.000"
"","Emily Hogan","Central Conn. St.","Sr.","D","17","1","1","1.000"
"","Maddie Holmes","Kent St.","Jr.","-","17","1","1","1.000"
"","Maura Holst","Fordham","Jr.","M","20","1","1","1.000"
"","Sarah Houchin","Auburn","Jr.","-","19","1","1","1.000"
"","Kristin Hullibarger","Eastern Mich.","Sr.","-","22","1","1","1.000"
"","Grace Jackson","Vanderbilt","Sr.","M","21","1","1","1.000"
"","Natalie Jacobs","Southern California","Sr.","F","23","1","1","1.000"
"","María Jakobsdóttir","Miami (FL)","Fr.","-","16","1","1","1.000"
"","Gurjeena Jandu","Buffalo","Sr.","D","18","1","1","1.000"
"","Sarina Jones","Monmouth","Jr.","-","18","1","1","1.000"
"","Vanessa Kara","Florida","Sr.","F","20","1","1","1.000"
"","Vital Kats","Kent St.","Jr.","-","18","1","1","1.000"
"","Stephanie Kemp","UMass Lowell","Fr.","F","14","1","1","1.000"
"","Lexi Ketterhagen","Eastern Ill.","Sr.","M","18","1","1","1.000"
"","Abigail Kim","California","Sr.","F","21","1","1","1.000"
"","Alli Klug","Saint Louis","Sr.","-","23","1","1","1.000"
"","Jordan Kondikoff","Texas St.","Sr.","M","19","1","1","1.000"
"","Maki Kono","LMU (CA)","Jr.","M","17","1","1","1.000"
"","Haley Kostyshyn","Rice","Sr.","-","19","1","1","1.000"
"","Nicole Kozlova","Virginia Tech","Fr.","-","18","1","1","1.000"
"","Olivia Kraebel","Elon","Jr.","-","7","1","1","1.000"
"","Beatriz Kretteis","Mississippi Val.","Fr.","M","13","1","1","1.000"
"","Kara Kyramarios","FGCU","So.","M","17","1","1","1.000"
"","Sini Laaksonen","Massachusetts","Sr.","-","18","1","1","1.000"
"","Jordan Langebartels","Oral Roberts","Sr.","F","19","1","1","1.000"
"","Elysia Laramie","Long Beach St.","So.","-","17","1","1","1.000"
"","Katharine Larson","Penn","Jr.","D","14","1","1","1.000"
"","Elise Legrout","UCF","So.","-","18","1","1","1.000"
"","Kyle Levesque","High Point","Sr.","-","17","1","1","1.000"
"","Madison Lewis","Missouri","Sr.","M","17","1","1","1.000"
"","Cam Lexow","Virginia","Fr.","F","22","1","1","1.000"
"","Payton Lieb","Nevada","So.","F","17","1","1","1.000"
"","Jasmine Lotey","Weber St.","Jr.","M","16","1","1","1.000"
"","Megan Loveland","Winthrop","Jr.","M","16","1","1","1.000"
"","Jenna Lundgren","Western Ill.","Jr.","M","17","1","1","1.000"
"","Kendall Macauly","Howard","So.","D","18","1","1","1.000"
"","Karlee Manding","South Dakota St.","So.","M","21","1","1","1.000"
"","Sophia Manibo","Lamar University","Jr.","D","23","1","1","1.000"
"","Tina Marolt","Tennessee Tech","Sr.","M","19","1","1","1.000"
